,ID,Class,Title,Year,Semester,course evaluation,attendance rate,learning load,course difficulty,teaching ability,achievement level,recommendation rate
68491,JMCO203,01,미디어학입문 * 수강대상 : 미디어학부 18학번 신입생만 수강가능,2018,1학기,2.3,0.0,2.9,2.4,1.5,2.2,
68492,HANM483,00,한문교과논리및논술,2018,1학기,4.3,0.5,2.9,2.8,3.1,3.9,
68493,HANM461,00,한국한문학작가론,2018,1학기,3.4,0.75,4.3,3.5,4.0,4.0,
68494,HANM457,00,한문고전의정리와번역,2018,1학기,4.5,1.0,3.0,3.7,5.0,4.3,
68495,HANM369,00,한문학과자연과학,2018,1학기,3.0,0.5,2.4,2.8,2.8,2.8,
68496,HANM365,00,한문산문의세계,2018,1학기,4.0,0.75,4.6,4.4,4.4,4.8,
68497,HANM363,00,한문교과교재연구및지도법,2018,1학기,4.0,1.0,2.9,3.0,4.6,4.0,
68498,HANM361,00,논어읽기,2018,1학기,3.1,0.0,4.1,3.8,1.3,3.4,
68499,HANM351,00,한문학비평의세계,2018,1학기,4.0,0.25,3.8,3.8,2.2,3.9,
68501,HANM257,00,한문학과문화유산,2018,1학기,3.6,1.0,4.5,3.8,4.7,3.6,
68502,HANM255,00,사기열전의역사와인물,2018,1학기,4.3,1.0,3.9,3.5,4.5,3.9,
68503,HANM251,00,서예의감상과실습I,2018,1학기,4.7,1.0,1.5,1.5,4.6,4.0,
68504,HANM201,00,맹자읽기I,2018,1학기,2.5,0.0,3.7,3.3,1.5,2.4,
68505,HOKA467,00,한국상공업사,2018,1학기,3.0,0.25,2.9,3.0,2.3,2.8,
68506,HOKA431,00,한국사회운동사,2018,1학기,4.3,1.0,3.2,2.9,5.0,4.1,
68507,HOKA301,00,한국사학사,2018,1학기,3.6,0.25,2.8,2.8,2.4,3.0,
68508,HOKA223,00,한국고중세사연습,2018,1학기,4.0,1.0,4.3,4.3,4.9,4.4,
68509,HOKA219,00,한국현대사I,2018,1학기,4.2,1.0,3.9,3.8,4.9,4.3,
68510,HOKA217,00,한국근대사,2018,1학기,3.3,1.0,3.0,2.7,4.9,2.9,
68512,HOKA213,00,고려전기사,2018,1학기,3.6,1.0,4.3,3.5,5.0,4.1,
68513,HOKA211,00,한국문화의기원,2018,1학기,4.4,0.5,3.3,3.3,2.7,4.1,
68514,HOKA204,00,한국역사입문II,2018,1학기,4.0,0.75,1.9,2.8,3.9,3.8,
68515,HOKA203,00,한국역사입문I,2018,1학기,3.3,0.5,2.8,2.8,3.1,3.1,
68517,HOKA201,01,고적조사실습,2018,1학기,4.0,0.25,4.4,4.6,2.3,4.1,
68519,PHIL460,00,철학연구방법론,2018,1학기,3.3,0.75,2.4,2.6,4.1,3.3,
68520,PHIL424,00,서양현대철학특강 (페미니즘철학/강의시간:15시30분~16시45분&17시~18시15분),2018,1학기,4.4,0.75,3.2,3.8,4.3,4.6,
68521,PHIL414,00,불교철학특강,2018,1학기,4.0,0.25,3.6,3.1,2.2,3.9,
68522,PHIL391,00,사회철학,2018,1학기,3.3,0.5,4.0,4.2,3.0,3.3,
68523,PHIL389,00,종교철학,2018,1학기,4.2,1.0,3.4,3.1,4.5,4.2,
68524,PHIL386,00,정치철학강의(영강),2018,1학기,3.2,0.5,3.9,4.1,3.5,3.7,
68526,PHIL353,00,철학적인간학,2018,1학기,4.3,0.0,3.2,2.9,1.2,3.9,
68527,PHIL349,00,중국근현대철학,2018,1학기,4.5,1.0,4.0,3.3,5.0,4.3,
68528,PHIL345,00,독일고전철학,2018,1학기,3.6,0.5,4.6,4.6,3.4,4.3,
68529,PHIL331,00,중국선진철학,2018,1학기,3.4,1.0,3.2,3.0,4.9,3.3,
68530,PHIL322,00,서양중세철학 (강의시간:10:30~11:45 & 12:00~13:15),2018,1학기,2.7,0.75,3.5,3.5,4.4,3.0,
68531,PHIL312,00,한국철학사,2018,1학기,4.0,0.25,3.1,2.9,2.3,3.6,
68532,PHIL222,00,인식론 (강의시간: 12시~13시 15분),2018,1학기,3.9,0.5,3.3,3.0,3.1,3.8,
68533,CHIN489,00,중국어교과교육론,2018,1학기,3.5,1.0,3.0,2.5,5.0,3.1,
68534,CHIN485,00,중국문학과영상문화,2018,1학기,3.8,0.5,4.1,3.5,3.4,4.3,
68535,CHIN481,00,중국현대문학비평,2018,1학기,3.9,0.0,3.4,3.3,1.4,3.6,
68536,CHIN451,00,중국어세미나I(외국어강의),2018,1학기,3.5,0.75,3.1,3.7,4.0,3.1,
68537,CHIN397,00,중국인문지리 2018학년도 교과과정 개편으로 <중국문학과인문지리>에서 <중국인문지리>로 과목명 변경됨.,2018,1학기,3.8,0.75,4.5,3.5,4.0,4.4,
68538,CHIN383,00,중국의공연예술,2018,1학기,3.9,1.0,4.6,3.7,4.9,4.0,
68539,CHIN341,00,중국고전소설I,2018,1학기,3.4,1.0,2.8,3.3,5.0,3.7,
68540,CHIN331,00,중국현대소설,2018,1학기,3.6,0.25,4.5,4.4,1.9,3.6,
68541,CHIN329,00,중국고전시가I,2018,1학기,3.7,1.0,2.9,3.5,4.8,3.5,
68542,CHIN327,05,중국고전강독I(외국어강의),2018,1학기,3.8,1.0,3.4,3.6,4.5,3.4,
68543,CHIN327,04,중국고전강독I(외국어강의),2018,1학기,3.8,0.5,4.2,3.8,3.0,4.1,
68544,CHIN327,03,중국고전강독I(외국어강의),2018,1학기,3.2,0.5,3.2,3.5,2.8,2.3,
68545,CHIN327,02,중국고전강독I(외국어강의),2018,1학기,3.5,1.0,4.4,3.8,4.8,3.5,
68546,CHIN327,01,중국고전강독I(외국어강의),2018,1학기,2.4,1.0,4.6,4.4,4.7,2.5,
68547,CHIN311,00,중국어의이해I,2018,1학기,2.4,1.0,3.1,3.1,4.7,2.5,
68548,CHIN303,02,중국어작문I(외국어강의),2018,1학기,3.4,1.0,2.9,3.3,4.9,3.6,
68549,CHIN303,01,중국어작문I(외국어강의),2018,1학기,3.5,0.75,4.1,4.0,3.8,3.9,
68550,CHIN301,00,고급중국어연습I(외국어강의),2018,1학기,3.1,0.75,3.0,2.9,4.1,3.0,
68551,CHIN241,00,현대중국사회의이해,2018,1학기,2.8,0.75,2.9,2.9,4.3,3.1,
68552,CHIN223,00,중국고전문학사I,2018,1학기,2.6,1.0,3.4,3.9,5.0,2.6,
68553,CHIN211,00,현대중국어문법I(외국어강의),2018,1학기,3.7,1.0,3.3,3.7,4.8,3.6,
68554,CHIN205,03,중급중국어강독I 중문과는 2학년만,2018,1학기,2.8,0.75,4.2,3.7,4.0,3.0,
68555,CHIN205,02,중급중국어강독I 중문과는 2학년만,2018,1학기,4.2,1.0,4.3,3.9,4.9,4.4,
68556,CHIN205,01,중급중국어강독I 중문과는 2학년만,2018,1학기,2.5,1.0,3.5,3.3,4.6,2.8,
68557,CHIN203,03,중국어회화I(외국어강의),2018,1학기,4.1,1.0,3.2,3.0,4.9,3.4,
68558,CHIN203,02,중국어회화I(외국어강의),2018,1학기,3.7,1.0,2.5,2.7,5.0,2.3,
68559,CHIN203,01,중국어회화I(외국어강의),2018,1학기,3.6,1.0,3.8,3.4,4.8,3.8,
68560,JAPN487,00,일본전통시가의이해,2018,1학기,3.8,1.0,2.9,2.8,4.9,3.5,
68561,JAPN451,00,일본어교과교육론(외국어강의),2018,1학기,4.2,1.0,2.7,2.5,4.7,3.7,
68562,JAPN442,00,동아시아문화교류사(외국어강의),2018,1학기,3.0,0.75,4.4,4.8,4.2,2.8,
68563,JAPN435,00,일본디아스포라문학(외국어강의),2018,1학기,4.1,0.75,3.8,3.3,4.1,4.1,
68566,JAPN427,00,일본문화유산과권력,2018,1학기,3.6,1.0,3.9,3.5,5.0,3.8,
68568,JAPN402,00,대중문학속의현대일본(외국어강의),2018,1학기,4.4,1.0,2.5,2.9,4.5,3.4,
68569,JAPN400,00,일본어문학문화와한국(외국어강의),2018,1학기,4.3,0.0,2.1,3.1,1.4,3.7,
68570,JAPN387,00,현대일본사회와대중문화(외국어강의),2018,1학기,4.1,0.75,3.1,3.1,3.6,3.2,
68571,JAPN351,00,일본근현대명작선독1(외국어강의),2018,1학기,3.9,1.0,4.0,3.8,4.6,4.0,
68572,JAPN350,00,일본어구문론(외국어강의),2018,1학기,4.1,1.0,3.6,3.7,4.8,3.9,
68573,JAPN349,00,일본사회와언어(외국어강의),2018,1학기,3.9,1.0,3.6,3.9,4.8,2.9,
68574,JAPN341,00,일본어담화분석론(외국어강의),2018,1학기,4.3,1.0,3.0,3.1,5.0,3.7,
68575,JAPN329,00,일본근현대문학과번역,2018,1학기,2.6,0.75,3.4,3.4,3.8,3.0,
68576,JAPN320,00,한일이문화커뮤니케이션(외국어강의),2018,1학기,4.2,1.0,3.6,3.1,4.9,3.8,
68577,JAPN313,00,일본어고전문법(외국어강의),2018,1학기,3.8,1.0,3.6,4.0,4.9,3.9,
68578,JAPN310,00,일본군사와안전보장,2018,1학기,3.7,0.75,3.6,4.1,4.2,3.7,
68579,JAPN305,00,일본의정치세력:보수와혁신(외국어강의),2018,1학기,4.7,1.0,2.6,2.8,4.8,3.7,
68582,JAPN247,02,초급일본어회화(외국어강의),2018,1학기,4.7,1.0,1.7,1.8,4.7,3.4,
68583,JAPN247,01,초급일본어회화(외국어강의),2018,1학기,4.5,1.0,2.3,2.8,5.0,3.7,
68585,JAPN245,01,초급일본어독해(외국어강의),2018,1학기,4.5,1.0,3.1,2.5,4.6,3.7,
68586,JAPN243,02,초급일본어작문(외국어강의),2018,1학기,3.9,1.0,2.9,2.2,4.9,3.2,
68588,JAPN235,00,일본전통극의이해,2018,1학기,4.1,1.0,2.6,2.3,4.7,3.0,
68589,JAPN233,00,일본역사의이해,2018,1학기,3.4,0.25,4.0,2.8,2.0,3.2,
68590,JAPN227,00,일본근현대소설의이해(외국어강의),2018,1학기,3.7,0.75,2.4,2.6,4.4,2.8,
68591,JAPN215,00,일본언어문화의세계(외국어강의),2018,1학기,3.1,1.0,3.4,2.7,4.9,2.5,
68592,LALW111,00,소통과언어,2018,1학기,3.7,1.0,3.9,3.0,4.7,3.8,
68593,LALW103,00,응용논리학,2018,1학기,3.2,0.5,2.8,3.4,3.1,3.6,
68594,HMCI303,00,한국문화와한류,2018,1학기,3.8,0.75,3.2,2.9,4.2,3.3,
68595,HMCI300,00,인문학과문화산업,2018,1학기,1.5,1.0,3.4,3.7,4.5,1.6,
68597,ENGL435,00,영문학과계몽주의,2018,1학기,3.7,0.5,3.9,3.7,3.2,4.0,
68598,ENGL433,00,영어교과교재연구및지도법(영강),2018,1학기,4.2,1.0,4.2,3.6,5.0,4.8,
68599,ENGL429,00,최근영미문학,2018,1학기,3.5,1.0,3.1,3.3,4.8,3.7,
68600,ENGL423,00,심리언어학(영강),2018,1학기,3.7,0.75,3.1,3.1,4.4,3.1,
68601,ENGL421,02,영미문학특수과제Ⅰ(영강),2018,1학기,4.3,1.0,3.2,3.7,4.7,4.1,
68602,ENGL421,01,영미문학특수과제Ⅰ,2018,1학기,4.0,0.5,3.9,3.9,2.8,3.6,
68603,ENGL419,00,영미문학과젠더,2018,1학기,4.6,0.25,3.9,4.0,2.3,4.6,
68604,ENGL401,00,초기미국문학(영강),2018,1학기,3.9,0.5,4.1,4.1,3.5,4.1,
68605,ENGL399,00,영어학연구,2018,1학기,4.2,0.0,2.8,3.9,1.0,4.0,
68606,ENGL395,00,번역연습,2018,1학기,3.5,1.0,4.3,3.6,5.0,3.3,
68607,ENGL387,00,미국산문,2018,1학기,4.0,0.5,3.5,3.9,3.2,4.1,
68608,ENGL383,00,영국희곡,2018,1학기,3.6,1.0,4.4,4.3,4.9,4.5,
68609,ENGL375,00,비평이론,2018,1학기,3.8,0.25,4.2,4.5,1.6,4.3,
68610,ENGL373,02,영어통사론,2018,1학기,4.7,1.0,3.5,4.0,4.5,4.2,
68611,ENGL373,01,영어통사론,2018,1학기,3.5,0.5,4.1,4.1,2.9,3.7,
68612,ENGL361,00,영어발달사,2018,1학기,3.4,0.25,3.8,3.1,2.2,2.6,
68613,ENGL359,00,19세기영국소설,2018,1학기,4.1,0.25,3.0,2.9,2.2,3.7,
68614,ENGL343,00,미국시,2018,1학기,3.5,0.75,4.3,4.1,4.0,3.7,
68615,ENGL335,00,영미시연구(영강),2018,1학기,3.7,0.75,3.9,3.9,4.1,3.7,
68616,ENGL333,00,현대미국소설(영강),2018,1학기,3.9,1.0,3.7,3.5,5.0,3.6,
68617,ENGL329,00,영어의사회언어학(영강),2018,1학기,3.1,1.0,4.1,3.4,4.6,3.4,
68618,ENGL327,00,영미문학과영화(영강),2018,1학기,4.0,1.0,3.5,3.5,4.6,3.8,
68619,ENGL281,00,영미문학과대중문화,2018,1학기,4.1,1.0,2.7,2.3,4.5,3.4,
68620,ENGL267,00,고전영문학의흐름(영강),2018,1학기,4.1,0.75,4.2,3.6,4.4,4.2,
68621,ENGL220,02,전공영문글쓰기(영강),2018,1학기,4.3,1.0,4.0,3.4,5.0,4.2,
68622,ENGL220,01,전공영문글쓰기(영강),2018,1학기,4.5,1.0,3.8,3.8,4.9,4.6,
68623,ENGL211,02,영어학개론(영강),2018,1학기,4.3,1.0,3.9,3.4,4.9,4.3,
68624,ENGL211,01,영어학개론,2018,1학기,3.6,0.75,3.5,3.3,3.7,3.6,
68625,ENGL203,00,영미희곡개론,2018,1학기,4.1,1.0,3.1,3.6,5.0,3.9,
68626,ENGL201,00,영미시개론(영강),2018,1학기,2.6,0.75,3.2,2.8,4.4,2.6,
68627,LING485,00,언어습득실습,2018,1학기,3.8,0.5,4.0,4.0,2.7,4.3,
68628,LING481,00,언어학특강I,2018,1학기,3.6,1.0,3.0,2.7,4.9,3.0,
68629,LING453,00,언어학연습I,2018,1학기,4.4,1.0,3.0,2.7,4.8,3.4,
68630,LING403,00,언어학이론응용,2018,1학기,4.3,1.0,2.7,3.3,4.7,3.2,
68631,LING375,00,문자학,2018,1학기,2.2,0.75,4.0,3.4,4.2,2.2,
68632,LING321,00,화용론,2018,1학기,4.0,1.0,3.4,2.9,4.5,3.5,
68633,LING311,00,통사론,2018,1학기,3.5,1.0,4.2,4.2,4.8,3.6,
68634,LING303,00,언어학사,2018,1학기,3.1,0.25,4.2,3.8,1.6,2.9,
68635,LING221,00,기호학,2018,1학기,4.3,0.5,3.3,3.2,3.1,3.8,
68636,LING211,00,도구로서의컴퓨터,2018,1학기,2.8,1.0,4.5,4.5,4.8,3.8,
68637,LING201,00,일반언어학,2018,1학기,3.3,1.0,3.6,3.3,4.9,3.3,
68638,PSYC478,00,정신재활(영강),2018,1학기,4.4,0.25,3.2,3.6,2.3,3.9,
68639,PSYC439,00,사회신경과학(영강),2018,1학기,4.1,0.25,3.9,3.5,1.7,4.1,
68640,PSYC423,00,주의와반응선택(영강),2018,1학기,4.0,0.0,4.9,4.6,1.3,4.5,
68641,PSYC333,00,집단상담(영강),2018,1학기,4.1,0.25,3.3,3.1,2.4,3.8,
68642,PSYC331,00,이상심리학,2018,1학기,3.4,0.25,4.6,3.6,2.3,4.3,
68643,PSYC321,00,인지심리학,2018,1학기,2.1,0.75,4.5,3.9,3.9,2.7,
68644,PSYC315,00,사회적행동과개인차(영강),2018,1학기,3.7,1.0,2.5,2.3,4.9,3.3,
68645,PSYC277,00,사회심리학,2018,1학기,3.6,0.0,3.3,2.9,1.0,3.5,
68646,PSYC271,00,생물심리학,2018,1학기,3.0,0.0,4.0,3.5,1.1,2.9,
68647,PSYC251,00,소비자심리학(영강) (성격심리학/사회심리학/심리학의기초I/심리학의기초II 모두 이수한 학생만 수강가능),2018,1학기,3.0,0.25,2.6,2.2,2.0,2.7,
68648,PSYC241,00,산업심리학,2018,1학기,3.0,1.0,4.1,3.9,4.9,3.0,
68649,PSYC231,00,성격심리학,2018,1학기,3.5,0.25,3.4,2.6,1.9,3.2,
68650,PSYC221,00,감각및지각심리학(영강),2018,1학기,3.8,0.0,4.0,3.9,1.2,4.0,
68652,PSYC206,02,심리통계실습,2018,1학기,3.0,1.0,2.1,2.2,5.0,3.4,
68653,PSYC206,01,심리통계실습,2018,1학기,3.5,1.0,2.8,3.2,5.0,3.9,
68654,PSYC204,02,심리통계 심리통계실습(PSYC206-03)과 동시 수강만 가능,2018,1학기,3.3,1.0,2.9,3.4,4.5,2.9,
68655,PSYC204,01,심리통계,2018,1학기,3.4,1.0,3.8,3.8,5.0,3.9,
68656,PSYC202,00,심리학의기초II,2018,1학기,3.9,0.0,3.0,2.8,1.3,4.0,
68657,PSYC201,00,심리학의기초I,2018,1학기,4.0,0.0,3.9,3.3,1.1,4.1,
68660,SPAN455,00,라틴아메리카조사방법론,2018,1학기,3.6,1.0,4.2,3.8,4.8,3.6,
68661,SPAN416,00,라틴아메리카기호학마케팅방법론,2018,1학기,3.8,0.25,2.1,3.7,1.9,3.6,
68662,SPAN415,00,라틴아메리카페미니즘연구,2018,1학기,4.7,1.0,3.1,3.1,5.0,4.3,
68663,SPAN413,00,라틴아메리카문화사회학,2018,1학기,3.5,1.0,4.1,3.3,4.8,3.9,
68664,SPAN401,00,사회언어학,2018,1학기,3.7,1.0,4.3,4.3,5.0,4.0,
68665,SPAN386,00,스페인어음성음운론(외국어강의),2018,1학기,1.9,1.0,4.7,4.7,4.8,2.3,
68667,SPAN375,00,돈키호테론,2018,1학기,4.0,1.0,2.9,2.9,4.6,3.2,
68668,SPAN372,00,스페인사상사,2018,1학기,4.0,0.25,2.3,2.6,1.9,3.0,
68669,SPAN371,00,스페인중세문학,2018,1학기,3.2,0.5,2.4,3.0,3.0,2.9,
68670,SPAN361,00,스페인희곡,2018,1학기,3.6,0.25,4.0,3.9,1.8,4.0,
68671,SPAN356,00,스페인어권사회의이해,2018,1학기,3.3,0.5,4.1,2.9,3.0,3.2,
68672,SPAN352,00,스페인어교수법(외국어강의),2018,1학기,4.9,1.0,2.3,3.4,5.0,3.8,
68673,SPAN338,00,스페인·라틴아메리카정치와사회변동,2018,1학기,2.8,0.5,4.5,3.4,3.0,2.9,
68674,SPAN337,00,라틴아메리카식민지시대연구,2018,1학기,4.1,0.75,3.2,3.5,4.1,3.5,
68675,SPAN329,00,라틴아메리카소설,2018,1학기,2.6,0.75,3.1,3.7,4.3,2.4,
68676,SPAN326,00,라틴아메리카문학사(외국어강의),2018,1학기,4.4,0.75,3.6,4.2,4.2,4.2,
68677,SPAN323,00,스페인시,2018,1학기,3.4,0.25,3.7,3.7,2.2,3.8,
68678,SPAN321,00,서문학사,2018,1학기,3.6,1.0,3.3,3.0,4.5,3.3,
68679,SPAN315,00,라틴아메리카문화사,2018,1학기,4.0,1.0,3.8,3.6,4.8,4.2,
68680,SPAN313,00,서중남미지역학I,2018,1학기,4.2,0.75,2.6,3.0,3.9,2.9,
68681,SPAN301,00,스페인어학개론,2018,1학기,3.7,1.0,3.2,3.1,4.6,3.2,
68684,SPAN211,00,중급스페인어연습I(외국어강의),2018,1학기,4.4,0.75,3.5,4.1,4.1,4.6,
68685,SPAN201,00,시청각스페인어I,2018,1학기,3.1,1.0,2.9,3.2,4.6,3.2,
68686,SOCI496,00,사회문제와복지국가(영강),2018,1학기,3.5,0.25,3.3,3.3,1.7,3.1,
68687,SOCI490,00,식품과사회,2018,1학기,3.8,0.5,3.8,3.8,3.5,3.6,
68688,SOCI482,00,국제지역사회연구(영강),2018,1학기,4.2,0.25,3.7,4.3,1.7,4.3,
68689,SOCI471,00,역사사회학(영강),2018,1학기,3.3,0.0,3.2,3.8,1.3,2.5,
68690,SOCI468,00,노년사회학,2018,1학기,3.3,0.5,2.3,2.3,3.0,2.7,
68691,SOCI466,00,범죄사회학,2018,1학기,3.9,0.75,3.5,3.0,4.3,3.9,
68692,SOCI446,00,문화사회학(영강),2018,1학기,4.2,1.0,3.3,2.8,5.0,3.8,
68693,SOCI379,00,일반사회교과교육론,2018,1학기,3.8,1.0,2.9,2.4,4.5,3.6,
68694,SOCI365,00,노동사회학,2018,1학기,3.5,0.75,2.8,2.9,3.6,3.5,
68695,SOCI362,00,종교사회학,2018,1학기,3.0,0.75,2.0,2.4,4.3,2.6,
68696,SOCI358,00,직업과사회,2018,1학기,3.4,0.5,2.4,2.5,3.2,3.0,
68698,SOCI315,00,사회발전론,2018,1학기,4.3,0.75,3.4,3.5,3.5,4.4,
68699,SOCI297,00,도시와사회(영강),2018,1학기,3.4,1.0,3.8,3.6,5.0,3.8,
68700,SOCI295,00,사회통계(영강),2018,1학기,3.1,0.25,4.1,4.0,2.1,3.1,
68701,SOCI294,02,사회조사방법,2018,1학기,2.8,0.5,3.9,3.2,2.6,2.7,
68702,SOCI294,01,사회조사방법,2018,1학기,3.1,0.5,3.5,3.0,2.6,2.6,
68703,SOCI292,00,사회학발달사,2018,1학기,4.4,0.5,3.4,3.1,2.9,4.1,
68704,SOCI291,02,"사회학적상상력(영강) (사회학과 2,3,4학년 및 타과 수강 가능)",2018,1학기,2.9,0.75,3.2,2.9,4.5,2.3,
68705,SOCI291,01,사회학적상상력 (사회학과 1학년만 수강가능),2018,1학기,4.1,0.25,3.3,3.3,2.3,3.1,
68706,SOCI290,00,사회학으로의초대 (사회학과 2018학번만 수강가능),2018,1학기,3.3,0.25,1.9,2.1,1.6,2.1,
68707,SOCI273,00,북한사회의이해,2018,1학기,4.2,0.25,3.2,3.1,2.2,4.3,
68710,SOCI246,00,"젠더,국가와정책(영강)",2018,1학기,3.8,0.25,3.2,3.5,1.8,3.8,
68711,SOCI240,00,사회심리학,2018,1학기,2.9,1.0,3.7,3.1,4.7,3.0,
68712,SOCI225,00,한국사회의구조와변동,2018,1학기,4.3,0.25,3.9,3.2,2.3,4.1,
68713,SOCI207,00,현대사회학이론 (18학번~ 전선/11~17학번 전필),2018,1학기,2.6,0.25,4.0,4.2,2.4,3.0,
68715,HOEW450,00,중국문화사,2018,1학기,4.7,1.0,3.2,3.1,4.6,4.3,
68716,HOEW431,00,서양사특강Ⅰ(영강),2018,1학기,3.6,1.0,3.6,2.9,4.8,3.6,
68717,HOEW421,00,중국사특강Ⅰ(외국어강의),2018,1학기,4.0,0.0,1.7,2.6,1.0,3.2,
68718,HOEW417,00,서양의자본주의와제국주의,2018,1학기,3.8,0.5,2.5,3.8,3.4,3.6,
68719,HOEW411,00,중세교회와세속문화,2018,1학기,4.3,0.75,3.1,2.7,3.6,3.5,
68720,HOEW409,00,동아시아현대사,2018,1학기,3.8,0.0,3.8,3.6,1.2,3.8,
68721,HOEW403,00,인도사,2018,1학기,2.7,1.0,3.7,3.1,4.9,2.6,
68722,HOEW401,00,일본사,2018,1학기,3.0,0.5,2.7,2.7,3.1,3.2,
68723,HOEW367,00,미국문화사(영강),2018,1학기,3.9,1.0,4.1,3.8,4.7,3.9,
68724,HOEW365,00,독일문화사,2018,1학기,2.7,1.0,4.3,3.6,4.9,3.3,
68725,HOEW315,00,서양최근세사,2018,1학기,3.1,0.0,3.8,4.2,1.0,3.5,
68726,HOEW313,00,서양근세사,2018,1학기,4.0,1.0,4.6,4.0,4.9,4.3,
68727,HOEW311,00,서양고대사,2018,1학기,4.0,1.0,3.5,2.9,4.7,4.2,
68728,HOEW307,00,중국근세사,2018,1학기,3.8,1.0,3.2,3.0,4.6,3.5,
68729,HOEW305,00,중국문명과제국체제,2018,1학기,3.8,0.75,3.1,2.8,3.8,3.2,
68730,HOEW202,00,동아시아사입문,2018,1학기,3.3,0.75,2.1,2.2,3.8,2.8,
68731,HOEW201,00,역사학개론,2018,1학기,2.9,0.0,3.4,3.9,1.2,3.2,
68732,FRAN437,00,프랑스어실용작문(외국어강의),2018,1학기,4.1,0.5,3.4,2.7,2.8,3.3,
68733,FRAN431,00,번역과글쓰기,2018,1학기,3.3,1.0,4.3,4.5,4.8,3.4,
68734,FRAN427,00,프랑스어교과교육론(외국어강의),2018,1학기,3.7,1.0,2.9,2.7,4.6,3.3,
68735,FRAN359,00,프랑스문화산업,2018,1학기,4.0,0.75,3.3,3.0,4.5,3.7,
68736,FRAN357,00,프랑스현대소설(외국어강의),2018,1학기,3.1,0.75,3.7,3.7,4.3,2.7,
68737,FRAN355,00,프랑스의언어와역사,2018,1학기,3.0,1.0,4.1,4.3,4.8,3.4,
68738,FRAN353,00,프랑스희곡과시나리오(외국어강의),2018,1학기,3.2,0.75,3.5,3.0,3.9,2.8,
68739,FRAN351,00,프랑스시의이해,2018,1학기,3.4,0.25,3.4,3.7,2.2,3.6,
68741,FRAN339,00,프랑스시와번역(외국어강의),2018,1학기,4.1,0.25,3.4,3.2,2.2,3.8,
68742,FRAN337,00,불한대조분석(외국어강의),2018,1학기,3.7,1.0,4.5,3.8,4.8,3.8,
68743,FRAN335,00,프랑스문학사I,2018,1학기,3.7,0.75,3.3,2.9,4.3,3.3,
68745,FRAN231,00,프랑스문학의이해 불문과 1학년 권장 과목,2018,1학기,3.3,0.25,2.9,2.8,2.4,3.2,
68746,FRAN215,00,집중프랑스어,2018,1학기,4.4,1.0,2.6,2.3,4.5,3.8,
68747,FRAN213,00,번역프랑스문학(외국어강의),2018,1학기,3.8,0.75,2.4,3.5,3.8,3.1,
68748,FRAN211,00,프랑스어말하기(외국어강의),2018,1학기,4.0,0.75,1.8,2.5,3.8,2.8,
68755,GERM442,00,독일어권법문화의이해(외국어강의),2018,1학기,4.3,0.25,2.4,3.6,2.0,3.9,
68756,GERM371,00,독일지역학,2018,1학기,3.8,1.0,4.1,3.5,4.7,4.0,
68757,GERM367,00,독일어작문(외국어강의),2018,1학기,4.0,1.0,2.8,3.3,4.8,3.5,
68758,GERM365,00,인터액티브독일어I(외국어강의),2018,1학기,4.6,0.75,3.0,3.2,3.8,3.8,
68760,GERM351,02,독어 CEFR B I-I(외국어강의),2018,1학기,4.2,0.25,3.6,3.6,2.2,4.0,
68762,GERM349,00,독해와문법Ⅰ,2018,1학기,4.0,0.5,2.0,2.4,3.2,2.8,
68763,GERM339,00,독일문화산업,2018,1학기,3.5,1.0,3.2,2.8,4.6,3.0,
68764,GERM306,00,독산문강독,2018,1학기,4.3,0.5,2.8,2.6,3.4,3.9,
68765,GERM305,00,독희곡의이해,2018,1학기,3.0,0.75,3.6,3.5,3.8,2.8,
68766,GERM303,00,독시선독,2018,1학기,4.0,1.0,3.3,3.3,5.0,3.6,
68767,GERM237,00,독어어휘연습I(외국어강의),2018,1학기,3.6,0.75,4.1,3.6,3.8,4.2,
68768,GERM232,00,독일문학사(외국어강의),2018,1학기,4.3,1.0,3.5,3.8,4.8,4.0,
68769,GERM227,00,독일문화의이해,2018,1학기,3.2,0.5,4.8,3.9,3.0,4.1,
68770,GERM205,00,독문학개론,2018,1학기,3.1,0.25,3.1,3.5,2.0,3.2,
68771,GERM203,00,독어학개론,2018,1학기,3.0,0.75,2.1,1.7,4.1,2.2,
68776,RUSS483,00,러시아어토르플I(외국어강의),2018,1학기,4.0,0.75,2.6,2.7,4.0,2.8,
68780,RUSS463,00,러시아어교과교육론,2018,1학기,4.6,0.5,2.9,2.6,3.4,3.6,
68781,RUSS451,00,도스토예프스키,2018,1학기,4.2,1.0,3.4,3.8,5.0,5.0,
68784,RUSS381,00,러시아문화사,2018,1학기,4.3,1.0,3.8,3.1,4.8,3.8,
68785,RUSS380,00,중앙아시아역사와민속문화,2018,1학기,3.3,0.5,3.1,3.9,2.7,3.3,
68786,RUSS373,00,고급러시아어I(외국어강의),2018,1학기,4.1,0.75,3.3,3.1,4.4,3.9,
68788,RUSS370,00,러시아문학사I,2018,1학기,4.3,0.25,2.3,3.7,2.3,3.6,
68789,RUSS369,00,러시아사회의이해,2018,1학기,3.6,0.5,3.9,3.6,2.8,3.7,
68790,RUSS363,00,고급러시아어회화I(외국어강의),2018,1학기,4.6,1.0,3.6,3.6,4.8,4.4,
68791,RUSS331,00,러시아문학강독과번역I,2018,1학기,4.4,0.5,3.5,3.1,2.6,3.4,
